Date,Adj Close (USD),Close (USD),High (USD),Low (USD),Open (USD),Volume,ticker,industry,GDP (Bil. of $),CPI (Index 1982-1984=100)
2022-02-23,157.69085693359375,160.07000732421875,166.14999389648438,159.75,165.5399932861328,90009200,AAPL,Consumer Electronics,25215.491,284.535
2022-02-24,160.3211669921875,162.74000549316406,162.85000610351562,152.0,152.5800018310547,141147500,AAPL,Consumer Electronics,25215.491,284.535
2022-02-25,162.3998260498047,164.85000610351562,165.1199951171875,160.8699951171875,163.83999633789062,91974200,AAPL,Consumer Electronics,25215.491,284.535
2022-02-28,162.665771484375,165.1199951171875,165.4199981689453,162.42999267578125,163.05999755859375,95056600,AAPL,Consumer Electronics,25215.491,284.535
2022-03-01,160.77430725097656,163.1999969482422,166.60000610351562,161.97000122070312,164.6999969482422,83474400,AAPL,Consumer Electronics,25805.791,287.553
2022-03-02,164.0843963623047,166.55999755859375,167.36000061035156,162.9499969482422,164.38999938964844,79724800,AAPL,Consumer Electronics,25805.791,287.553
2022-03-03,163.75929260253906,166.22999572753906,168.91000366210938,165.5500030517578,168.47000122070312,76678400,AAPL,Consumer Electronics,25805.791,287.553
2022-03-04,160.74476623535156,163.1699981689453,165.5500030517578,162.10000610351562,164.49000549316406,83737200,AAPL,Consumer Electronics,25805.791,287.553
2022-03-07,156.9322967529297,159.3000030517578,165.02000427246094,159.0399932861328,163.36000061035156,96418800,AAPL,Consumer Electronics,25805.791,287.553
2022-03-08,155.0999298095703,157.44000244140625,162.8800048828125,155.8000030517578,158.82000732421875,131148300,AAPL,Consumer Electronics,25805.791,287.553
2022-03-09,160.5280303955078,162.9499969482422,163.41000366210938,159.41000366210938,161.47999572753906,91454900,AAPL,Consumer Electronics,25805.791,287.553
2022-03-10,156.16387939453125,158.52000427246094,160.38999938964844,155.97999572753906,160.1999969482422,105342000,AAPL,Consumer Electronics,25805.791,287.553
2022-03-11,152.4302215576172,154.72999572753906,159.27999877929688,154.5,158.92999267578125,96970100,AAPL,Consumer Electronics,25805.791,287.553
2022-03-14,148.38128662109375,150.6199951171875,154.1199951171875,150.10000610351562,151.4499969482422,108732100,AAPL,Consumer Electronics,25805.791,287.553
2022-03-15,152.7848663330078,155.08999633789062,155.57000732421875,150.3800048828125,150.89999389648438,92964300,AAPL,Consumer Electronics,25805.791,287.553
2022-03-16,157.2179718017578,159.58999633789062,160.0,154.4600067138672,157.0500030517578,102300200,AAPL,Consumer Electronics,25805.791,287.553
2022-03-17,158.23269653320312,160.6199951171875,161.0,157.6300048828125,158.61000061035156,75615400,AAPL,Consumer Electronics,25805.791,287.553
2022-03-18,161.54270935058594,163.97999572753906,164.47999572753906,159.75999450683594,160.50999450683594,123511700,AAPL,Consumer Electronics,25805.791,287.553
2022-03-21,162.9219207763672,165.3800048828125,166.35000610351562,163.00999450683594,163.50999450683594,95811400,AAPL,Consumer Electronics,25805.791,287.553
2022-03-22,166.31080627441406,168.82000732421875,169.4199981689453,164.91000366210938,165.50999450683594,81532000,AAPL,Consumer Electronics,25805.791,287.553
2022-03-23,167.6801300048828,170.2100067138672,172.63999938964844,167.64999389648438,167.99000549316406,98062700,AAPL,Consumer Electronics,25805.791,287.553
2022-03-24,171.4827880859375,174.07000732421875,174.13999938964844,170.2100067138672,171.05999755859375,90131400,AAPL,Consumer Electronics,25805.791,287.553
2022-03-25,172.12307739257812,174.72000122070312,175.27999877929688,172.75,173.8800048828125,80546200,AAPL,Consumer Electronics,25805.791,287.553
2022-03-28,172.9900360107422,175.60000610351562,175.72999572753906,172.0,172.1699981689453,90371900,AAPL,Consumer Electronics,25805.791,287.553
2022-03-29,176.3000946044922,178.9600067138672,179.00999450683594,176.33999633789062,176.69000244140625,100589400,AAPL,Consumer Electronics,25805.791,287.553
2022-03-30,175.12777709960938,177.77000427246094,179.61000061035156,176.6999969482422,178.5500030517578,92633200,AAPL,Consumer Electronics,25805.791,287.553
2022-03-31,172.01475524902344,174.61000061035156,178.02999877929688,174.39999389648438,177.83999633789062,103049300,AAPL,Consumer Electronics,25805.791,287.553
2022-04-01,171.71917724609375,174.30999755859375,174.8800048828125,171.94000244140625,174.02999877929688,78751300,AAPL,Consumer Electronics,25805.791,288.764
2022-04-04,175.78781127929688,178.44000244140625,178.49000549316406,174.44000244140625,174.57000732421875,76468400,AAPL,Consumer Electronics,25805.791,288.764
2022-04-05,172.45803833007812,175.05999755859375,178.3000030517578,174.4199981689453,177.5,73401800,AAPL,Consumer Electronics,25805.791,288.764
2022-04-06,169.27606201171875,171.8300018310547,173.6300048828125,170.1300048828125,172.36000061035156,89058800,AAPL,Consumer Electronics,25805.791,288.764
2022-04-07,169.5814208984375,172.13999938964844,173.36000061035156,169.85000610351562,171.16000366210938,77594700,AAPL,Consumer Electronics,25805.791,288.764
2022-04-08,167.56192016601562,170.08999633789062,171.77999877929688,169.1999969482422,171.77999877929688,76575500,AAPL,Consumer Electronics,25805.791,288.764
2022-04-11,163.2864227294922,165.75,169.02999877929688,165.5,168.7100067138672,72246700,AAPL,Consumer Electronics,25805.791,288.764
2022-04-12,165.1680450439453,167.66000366210938,169.8699951171875,166.63999938964844,168.02000427246094,79265200,AAPL,Consumer Electronics,25805.791,288.764
2022-04-13,167.8673095703125,170.39999389648438,171.0399932861328,166.77000427246094,167.38999938964844,70618900,AAPL,Consumer Electronics,25805.791,288.764
2022-04-14,162.83326721191406,165.2899932861328,171.27000427246094,165.0399932861328,170.6199951171875,75329400,AAPL,Consumer Electronics,25805.791,288.764
2022-04-18,162.61654663085938,165.07000732421875,166.60000610351562,163.57000732421875,163.9199981689453,69023900,AAPL,Consumer Electronics,25805.791,288.764
2022-04-19,164.9119110107422,167.39999389648438,167.82000732421875,163.91000366210938,165.02000427246094,67723800,AAPL,Consumer Electronics,25805.791,288.764
2022-04-20,164.74441528320312,167.22999572753906,168.8800048828125,166.10000610351562,168.75999450683594,67929800,AAPL,Consumer Electronics,25805.791,288.764
2022-04-21,163.9464569091797,166.4199981689453,171.52999877929688,165.91000366210938,168.91000366210938,87227800,AAPL,Consumer Electronics,25805.791,288.764
2022-04-22,159.38525390625,161.7899932861328,167.8699951171875,161.5,166.4600067138672,84882400,AAPL,Consumer Electronics,25805.791,288.764
2022-04-25,160.45907592773438,162.8800048828125,163.1699981689453,158.4600067138672,161.1199951171875,96046400,AAPL,Consumer Electronics,25805.791,288.764
2022-04-26,154.46946716308594,156.8000030517578,162.33999633789062,156.72000122070312,162.25,95623200,AAPL,Consumer Electronics,25805.791,288.764
2022-04-27,154.24288940429688,156.57000732421875,159.7899932861328,155.3800048828125,155.91000366210938,88063200,AAPL,Consumer Electronics,25805.791,288.764
2022-04-28,161.20779418945312,163.63999938964844,164.52000427246094,158.92999267578125,159.25,130216800,AAPL,Consumer Electronics,25805.791,288.764
2022-04-29,155.3068084716797,157.64999389648438,166.1999969482422,157.25,161.83999633789062,131747600,AAPL,Consumer Electronics,25805.791,288.764
2022-05-02,155.61221313476562,157.9600067138672,158.22999572753906,153.27000427246094,156.7100067138672,123055300,AAPL,Consumer Electronics,25805.791,291.359
2022-05-03,157.10958862304688,159.47999572753906,160.7100067138672,156.32000732421875,158.14999389648438,88966500,AAPL,Consumer Electronics,25805.791,291.359
2022-05-04,163.5524139404297,166.02000427246094,166.47999572753906,159.25999450683594,159.6699981689453,108256500,AAPL,Consumer Electronics,25805.791,291.359
2022-05-05,154.43988037109375,156.77000427246094,164.0800018310547,154.9499969482422,163.85000610351562,130525300,AAPL,Consumer Electronics,25805.791,291.359
2022-05-06,155.16995239257812,157.27999877929688,159.44000244140625,154.17999267578125,156.00999450683594,116124600,AAPL,Consumer Electronics,25805.791,291.359
2022-05-09,150.0199737548828,152.05999755859375,155.8300018310547,151.49000549316406,154.92999267578125,131577900,AAPL,Consumer Electronics,25805.791,291.359
2022-05-10,152.4371337890625,154.50999450683594,156.74000549316406,152.92999267578125,155.52000427246094,115366700,AAPL,Consumer Electronics,25805.791,291.359
2022-05-11,144.5345916748047,146.5,155.4499969482422,145.80999755859375,153.5,142689800,AAPL,Consumer Electronics,25805.791,291.359
2022-05-12,140.6474609375,142.55999755859375,146.1999969482422,138.8000030517578,142.77000427246094,182602000,AAPL,Consumer Electronics,25805.791,291.359
2022-05-13,145.13641357421875,147.11000061035156,148.10000610351562,143.11000061035156,144.58999633789062,113990900,AAPL,Consumer Electronics,25805.791,291.359
2022-05-16,143.5874481201172,145.5399932861328,147.52000427246094,144.17999267578125,145.5500030517578,86643800,AAPL,Consumer Electronics,25805.791,291.359
2022-05-17,147.23785400390625,149.24000549316406,149.77000427246094,146.67999267578125,148.86000061035156,78336300,AAPL,Consumer Electronics,25805.791,291.359
2022-05-18,138.93080139160156,140.82000732421875,147.36000061035156,139.89999389648438,146.85000610351562,109742900,AAPL,Consumer Electronics,25805.791,291.359
2022-05-19,135.50732421875,137.35000610351562,141.66000366210938,136.60000610351562,139.8800048828125,136095600,AAPL,Consumer Electronics,25805.791,291.359
2022-05-20,135.74415588378906,137.58999633789062,140.6999969482422,132.61000061035156,139.08999633789062,137426100,AAPL,Consumer Electronics,25805.791,291.359
2022-05-23,141.19007873535156,143.11000061035156,143.25999450683594,137.64999389648438,137.7899932861328,117726300,AAPL,Consumer Electronics,25805.791,291.359
2022-05-24,138.4769287109375,140.36000061035156,141.97000122070312,137.3300018310547,140.80999755859375,104132700,AAPL,Consumer Electronics,25805.791,291.359
2022-05-25,138.6348114013672,140.52000427246094,141.7899932861328,138.33999633789062,138.42999267578125,92482700,AAPL,Consumer Electronics,25805.791,291.359
2022-05-26,141.85110473632812,143.77999877929688,144.33999633789062,137.13999938964844,137.38999938964844,90601500,AAPL,Consumer Electronics,25805.791,291.359
2022-05-27,147.63246154785156,149.63999938964844,149.67999267578125,145.25999450683594,145.38999938964844,90978500,AAPL,Consumer Electronics,25805.791,291.359
2022-05-31,146.8432159423828,148.83999633789062,150.66000366210938,146.83999633789062,149.07000732421875,103718400,AAPL,Consumer Electronics,25805.791,291.359
2022-06-01,146.71495056152344,148.7100067138672,151.74000549316406,147.67999267578125,149.89999389648438,74286600,AAPL,Consumer Electronics,26272.011,294.996
2022-06-02,149.18141174316406,151.2100067138672,151.27000427246094,146.86000061035156,147.8300018310547,72348100,AAPL,Consumer Electronics,26272.011,294.996
2022-06-03,143.42959594726562,145.3800048828125,147.97000122070312,144.4600067138672,146.89999389648438,88570300,AAPL,Consumer Electronics,26272.011,294.996
2022-06-06,144.17941284179688,146.13999938964844,148.57000732421875,144.89999389648438,147.02999877929688,71598400,AAPL,Consumer Electronics,26272.011,294.996
2022-06-07,146.71495056152344,148.7100067138672,149.0,144.10000610351562,144.35000610351562,67808200,AAPL,Consumer Electronics,26272.011,294.996
2022-06-08,145.97500610351562,147.9600067138672,149.8699951171875,147.4600067138672,148.5800018310547,53950200,AAPL,Consumer Electronics,26272.011,294.996
2022-06-09,140.72637939453125,142.63999938964844,147.9499969482422,142.52999877929688,147.0800018310547,69473000,AAPL,Consumer Electronics,26272.011,294.996
2022-06-10,135.29031372070312,137.1300048828125,140.75999450683594,137.05999755859375,140.27999877929688,91437900,AAPL,Consumer Electronics,26272.011,294.996
2022-06-13,130.11074829101562,131.8800048828125,135.1999969482422,131.44000244140625,132.8699951171875,122207100,AAPL,Consumer Electronics,26272.011,294.996
2022-06-14,130.9789276123047,132.75999450683594,133.88999938964844,131.47999572753906,133.1300048828125,84784300,AAPL,Consumer Electronics,26272.011,294.996
2022-06-15,133.61309814453125,135.42999267578125,137.33999633789062,132.16000366210938,134.2899932861328,91533000,AAPL,Consumer Electronics,26272.011,294.996
2022-06-16,128.3151397705078,130.05999755859375,132.38999938964844,129.0399932861328,132.0800018310547,108123900,AAPL,Consumer Electronics,26272.011,294.996
2022-06-17,129.79502868652344,131.55999755859375,133.0800018310547,129.80999755859375,130.07000732421875,134520300,AAPL,Consumer Electronics,26272.011,294.996
2022-06-21,134.0471954345703,135.8699951171875,137.05999755859375,133.32000732421875,133.4199981689453,81000500,AAPL,Consumer Electronics,26272.011,294.996
2022-06-22,133.53416442871094,135.35000610351562,137.75999450683594,133.91000366210938,134.7899932861328,73409200,AAPL,Consumer Electronics,26272.011,294.996
2022-06-23,136.4149932861328,138.27000427246094,138.58999633789062,135.6300048828125,136.82000732421875,72433800,AAPL,Consumer Electronics,26272.011,294.996
2022-06-24,139.75949096679688,141.66000366210938,141.91000366210938,139.77000427246094,139.89999389648438,89116800,AAPL,Consumer Electronics,26272.011,294.996
2022-06-27,139.75949096679688,141.66000366210938,143.49000549316406,140.97000122070312,142.6999969482422,70207900,AAPL,Consumer Electronics,26272.011,294.996
2022-06-28,135.5961151123047,137.44000244140625,143.4199981689453,137.32000732421875,142.1300048828125,67083400,AAPL,Consumer Electronics,26272.011,294.996
2022-06-29,137.36212158203125,139.22999572753906,140.6699981689453,136.6699981689453,137.4600067138672,66242400,AAPL,Consumer Electronics,26272.011,294.996
2022-06-30,134.88580322265625,136.72000122070312,138.3699951171875,133.77000427246094,137.25,98964500,AAPL,Consumer Electronics,26272.011,294.996
2022-07-01,137.06614685058594,138.92999267578125,139.0399932861328,135.66000366210938,136.0399932861328,71051600,AAPL,Consumer Electronics,26272.011,294.977
2022-07-05,139.66087341308594,141.55999755859375,141.61000061035156,136.92999267578125,137.77000427246094,73353800,AAPL,Consumer Electronics,26272.011,294.977
2022-07-06,141.0026092529297,142.9199981689453,144.1199951171875,141.0800018310547,141.35000610351562,74064300,AAPL,Consumer Electronics,26272.011,294.977
2022-07-07,144.3865966796875,146.35000610351562,146.5500030517578,143.27999877929688,143.2899932861328,66253700,AAPL,Consumer Electronics,26272.011,294.977
2022-07-08,145.0673370361328,147.0399932861328,147.5500030517578,145.0,145.25999450683594,64547800,AAPL,Consumer Electronics,26272.011,294.977
2022-07-11,142.9264678955078,144.8699951171875,146.63999938964844,143.77999877929688,145.6699981689453,63141600,AAPL,Consumer Electronics,26272.011,294.977
2022-07-12,143.90316772460938,145.86000061035156,148.4499969482422,145.0500030517578,145.75999450683594,77588800,AAPL,Consumer Electronics,26272.011,294.977
2022-07-13,143.5381317138672,145.49000549316406,146.4499969482422,142.1199951171875,142.99000549316406,71185600,AAPL,Consumer Electronics,26272.011,294.977
2022-07-14,146.4781494140625,148.47000122070312,148.9499969482422,143.25,144.0800018310547,78140700,AAPL,Consumer Electronics,26272.011,294.977
2022-07-15,148.1553497314453,150.1699981689453,150.86000061035156,148.1999969482422,149.77999877929688,76259900,AAPL,Consumer Electronics,26272.011,294.977
2022-07-18,145.09693908691406,147.07000732421875,151.57000732421875,146.6999969482422,150.74000549316406,81420900,AAPL,Consumer Electronics,26272.011,294.977
2022-07-19,148.97421264648438,151.0,151.22999572753906,146.91000366210938,147.9199981689453,82982400,AAPL,Consumer Electronics,26272.011,294.977
2022-07-20,150.98683166503906,153.0399932861328,153.72000122070312,150.3699951171875,151.1199951171875,64823400,AAPL,Consumer Electronics,26272.011,294.977
2022-07-21,153.265869140625,155.35000610351562,155.57000732421875,151.94000244140625,154.5,65086600,AAPL,Consumer Electronics,26272.011,294.977
2022-07-22,152.02276611328125,154.08999633789062,156.27999877929688,153.41000366210938,155.38999938964844,66675400,AAPL,Consumer Electronics,26272.011,294.977
2022-07-25,150.89805603027344,152.9499969482422,155.0399932861328,152.27999877929688,154.00999450683594,53623900,AAPL,Consumer Electronics,26272.011,294.977
2022-07-26,149.56617736816406,151.60000610351562,153.08999633789062,150.8000030517578,152.25999450683594,55138700,AAPL,Consumer Electronics,26272.011,294.977
2022-07-27,154.68653869628906,156.7899932861328,157.3300018310547,152.16000366210938,152.5800018310547,78620700,AAPL,Consumer Electronics,26272.011,294.977
2022-07-28,155.23902893066406,157.35000610351562,157.63999938964844,154.41000366210938,156.97999572753906,81378700,AAPL,Consumer Electronics,26272.011,294.977
2022-07-29,160.32981872558594,162.50999450683594,163.6300048828125,159.5,161.24000549316406,101786900,AAPL,Consumer Electronics,26272.011,294.977
2022-08-01,159.3432159423828,161.50999450683594,163.58999633789062,160.88999938964844,161.00999450683594,67829400,AAPL,Consumer Electronics,26272.011,295.209
2022-08-02,157.8633270263672,160.00999450683594,162.41000366210938,159.6300048828125,160.10000610351562,59907000,AAPL,Consumer Electronics,26272.011,295.209
2022-08-03,163.90122985839844,166.1300048828125,166.58999633789062,160.75,160.83999633789062,82507500,AAPL,Consumer Electronics,26272.011,295.209
2022-08-04,163.5855255126953,165.80999755859375,167.19000244140625,164.42999267578125,166.00999450683594,55474100,AAPL,Consumer Electronics,26272.011,295.209
2022-08-05,163.35830688476562,165.35000610351562,165.85000610351562,163.0,163.2100067138672,56697000,AAPL,Consumer Electronics,26272.011,295.209
2022-08-08,162.88409423828125,164.8699951171875,167.80999755859375,164.1999969482422,166.3699951171875,60276900,AAPL,Consumer Electronics,26272.011,295.209
2022-08-09,162.9334716796875,164.9199981689453,165.82000732421875,163.25,164.02000427246094,63135500,AAPL,Consumer Electronics,26272.011,295.209
2022-08-10,167.2014617919922,169.24000549316406,169.33999633789062,166.89999389648438,167.67999267578125,70170500,AAPL,Consumer Electronics,26272.011,295.209
2022-08-11,166.4604949951172,168.49000549316406,170.99000549316406,168.19000244140625,170.05999755859375,57149200,AAPL,Consumer Electronics,26272.011,295.209
2022-08-12,170.02700805664062,172.10000610351562,172.1699981689453,169.39999389648438,169.82000732421875,68039400,AAPL,Consumer Electronics,26272.011,295.209
2022-08-15,171.10386657714844,173.19000244140625,173.38999938964844,171.35000610351562,171.52000427246094,54091700,AAPL,Consumer Electronics,26272.011,295.209
2022-08-16,170.94580078125,173.02999877929688,173.7100067138672,171.66000366210938,172.77999877929688,56377100,AAPL,Consumer Electronics,26272.011,295.209
2022-08-17,172.44747924804688,174.5500030517578,176.14999389648438,172.57000732421875,172.77000427246094,79542000,AAPL,Consumer Electronics,26272.011,295.209
2022-08-18,172.05230712890625,174.14999389648438,174.89999389648438,173.1199951171875,173.75,62290100,AAPL,Consumer Electronics,26272.011,295.209
2022-08-19,169.4539794921875,171.52000427246094,173.74000549316406,171.30999755859375,173.02999877929688,70346300,AAPL,Consumer Electronics,26272.011,295.209
2022-08-22,165.55154418945312,167.57000732421875,169.86000061035156,167.13999938964844,169.69000244140625,69026800,AAPL,Consumer Electronics,26272.011,295.209
2022-08-23,165.21563720703125,167.22999572753906,168.7100067138672,166.64999389648438,167.0800018310547,54147100,AAPL,Consumer Electronics,26272.011,295.209
2022-08-24,165.5120391845703,167.52999877929688,168.11000061035156,166.25,167.32000732421875,53841500,AAPL,Consumer Electronics,26272.011,295.209
2022-08-25,167.98190307617188,170.02999877929688,170.13999938964844,168.35000610351562,168.77999877929688,51218200,AAPL,Consumer Electronics,26272.011,295.209
2022-08-26,161.64910888671875,163.6199951171875,171.0500030517578,163.55999755859375,170.57000732421875,78961000,AAPL,Consumer Electronics,26272.011,295.209
2022-08-29,159.4361114501953,161.3800048828125,162.89999389648438,159.82000732421875,161.14999389648438,73314000,AAPL,Consumer Electronics,26272.011,295.209
2022-08-30,156.9958953857422,158.91000366210938,162.55999755859375,157.72000122070312,162.1300048828125,77906200,AAPL,Consumer Electronics,26272.011,295.209
2022-08-31,155.32623291015625,157.22000122070312,160.5800018310547,157.13999938964844,160.30999755859375,87991100,AAPL,Consumer Electronics,26272.011,295.209
2022-09-01,156.0573272705078,157.9600067138672,158.4199981689453,154.6699981689453,156.63999938964844,74229900,AAPL,Consumer Electronics,26734.277,296.341
2022-09-02,153.93319702148438,155.80999755859375,160.36000061035156,154.97000122070312,159.75,76957800,AAPL,Consumer Electronics,26734.277,296.341
2022-09-06,152.66864013671875,154.52999877929688,157.08999633789062,153.69000244140625,156.47000122070312,73714800,AAPL,Consumer Electronics,26734.277,296.341
2022-09-07,154.08139038085938,155.9600067138672,156.6699981689453,153.61000061035156,154.82000732421875,87449600,AAPL,Consumer Electronics,26734.277,296.341
2022-09-08,152.59947204589844,154.4600067138672,156.36000061035156,152.67999267578125,154.63999938964844,84923800,AAPL,Consumer Electronics,26734.277,296.341
2022-09-09,155.47438049316406,157.3699951171875,157.82000732421875,154.75,155.47000122070312,68028800,AAPL,Consumer Electronics,26734.277,296.341
2022-09-12,161.46144104003906,163.42999267578125,164.25999450683594,159.3000030517578,159.58999633789062,104956000,AAPL,Consumer Electronics,26734.277,296.341
2022-09-13,151.98692321777344,153.83999633789062,160.5399932861328,153.3699951171875,159.89999389648438,122656600,AAPL,Consumer Electronics,26734.277,296.341
2022-09-14,153.4392547607422,155.30999755859375,157.10000610351562,153.61000061035156,154.7899932861328,87965400,AAPL,Consumer Electronics,26734.277,296.341
2022-09-15,150.53465270996094,152.3699951171875,155.24000549316406,151.3800048828125,154.64999389648438,90481100,AAPL,Consumer Electronics,26734.277,296.341
2022-09-16,148.884765625,150.6999969482422,151.35000610351562,148.3699951171875,151.2100067138672,162278800,AAPL,Consumer Electronics,26734.277,296.341
2022-09-19,152.61923217773438,154.47999572753906,154.55999755859375,149.10000610351562,149.30999755859375,81474200,AAPL,Consumer Electronics,26734.277,296.341
2022-09-20,155.01007080078125,156.89999389648438,158.0800018310547,153.0800018310547,153.39999389648438,107689800,AAPL,Consumer Electronics,26734.277,296.341
2022-09-21,151.86837768554688,153.72000122070312,158.74000549316406,153.60000610351562,157.33999633789062,101696800,AAPL,Consumer Electronics,26734.277,296.341
2022-09-22,150.9001922607422,152.74000549316406,154.47000122070312,150.91000366210938,152.3800048828125,86652500,AAPL,Consumer Electronics,26734.277,296.341
2022-09-23,148.61801147460938,150.42999267578125,151.47000122070312,148.55999755859375,151.19000244140625,96029900,AAPL,Consumer Electronics,26734.277,296.341
2022-09-26,148.9539337158203,150.77000427246094,153.77000427246094,149.63999938964844,149.66000366210938,93339400,AAPL,Consumer Electronics,26734.277,296.341
2022-09-27,149.93202209472656,151.75999450683594,154.72000122070312,149.9499969482422,152.74000549316406,84442700,AAPL,Consumer Electronics,26734.277,296.341
2022-09-28,148.0351104736328,149.83999633789062,150.63999938964844,144.83999633789062,147.63999938964844,146691400,AAPL,Consumer Electronics,26734.277,296.341
2022-09-29,140.76377868652344,142.47999572753906,146.72000122070312,140.67999267578125,146.10000610351562,128138200,AAPL,Consumer Electronics,26734.277,296.341
2022-09-30,136.53533935546875,138.1999969482422,143.10000610351562,138.0,141.27999877929688,124925300,AAPL,Consumer Electronics,26734.277,296.341
2022-10-03,140.734130859375,142.4499969482422,143.07000732421875,137.69000244140625,138.2100067138672,114311700,AAPL,Consumer Electronics,26734.277,297.863
